Time,Accuracy,Weighted Avg Precision,Weighted Avg Recall,Weighted Avg F1-Score
0,0.9627329192546584,0.9596519767327221,0.9627329192546584,0.9590900811731633
2,0.9626168224299065,0.9592333938128331,0.9626168224299065,0.9587298727620763
3,0.9625390218522373,0.9589264453988698,0.9625390218522373,0.9584722866491983
6,0.9624608967674662,0.9585927801777645,0.9624608967674662,0.9581986649048931
7,0.9620653319283456,0.9578818123114348,0.9620653319283456,0.9575540406010398
8,0.9646680942184154,0.9609400178361147,0.9646680942184154,0.9609074860420918
9,0.975929978118162,0.9742223623157612,0.975929978118162,0.9746837875803491
10,0.9787234042553191,0.977207169448485,0.9787234042553191,0.9773915629577868
11,0.9825581395348837,0.9815029628801432,0.9825581395348837,0.9816259888750098
12,0.9927797833935018,0.9928333325895946,0.9927797833935018,0.9923600075247916
13,0.9951338199513382,0.9951581508515814,0.9951338199513382,0.9949371604192964
14,0.9951219512195122,0.9951464025918455,0.9951219512195122,0.9949248273889774
15,0.9835164835164835,0.9838236297863627,0.9835164835164835,0.9830445416652314
16,0.9666666666666667,0.9680000000000001,0.9666666666666667,0.9654916512059368
17,0.9583333333333334,0.9604166666666667,0.9583333333333334,0.9565527065527066
18,0.9574468085106383,0.9598784194528875,0.9574468085106383,0.9564359295272937
19,0.9130434782608695,0.9254658385093167,0.9130434782608695,0.9120401337792643
20,1,1,1,1
21,1,1,1,1
22,1,1,1,1
